createdAt,id,text,Output,displayTextRangeStart,displayTextRangeEnd,source,isTruncated,inReplyToStatusId,inReplyToUserId,isFavorited,isRetweeted,favoriteCount,place__name,place__countryCode,place__id,place__country,place__placeType,place__url,place__fullName,place__boundingBoxType,place__boundingBoxCoordinates__latitude,place__boundingBoxCoordinates__longitude,inReplyToScreenName,retweetCount,isPossiblySensitive,lang,userMentionEntities__name,userMentionEntities__screenName,userMentionEntities__id,userMentionEntities__start,userMentionEntities__end,urlEntities__url,urlEntities__expandedURL,urlEntities__displayURL,urlEntities__start,urlEntities__end,mediaEntities__id,mediaEntities__url,mediaEntities__mediaURL,mediaEntities__mediaURLHttps,mediaEntities__expandedURL,mediaEntities__displayURL,mediaEntities__sizes__|,mediaEntities__sizes__|__width,mediaEntities__sizes__|__height,mediaEntities__sizes__|__resize,mediaEntities__type,mediaEntities__videoAspectRatioWidth,mediaEntities__videoAspectRatioHeight,mediaEntities__videoDurationMillis,mediaEntities__start,mediaEntities__end,hashtagEntities__text,hashtagEntities__start,hashtagEntities__end,currentUserRetweetId,user__id,user__name,user__screenName,user__location,user__description,user__descriptionURLEntities__url,user__descriptionURLEntities__expandedURL,user__descriptionURLEntities__displayURL,user__descriptionURLEntities__start,user__descriptionURLEntities__end,user__urlEntity__url,user__urlEntity__expandedURL,user__urlEntity__displayURL,user__urlEntity__start,user__urlEntity__end,user__isContributorsEnabled,user__profileImageUrl,user__profileImageUrlHttps,user__isDefaultProfileImage,user__url,user__isProtected,user__followersCount,user__profileBackgroundColor,user__profileTextColor,user__profileLinkColor,user__profileSidebarFillColor,user__profileSidebarBorderColor,user__profileUseBackgroundImage,user__isDefaultProfile,user__showAllInlineMedia,user__friendsCount,user__createdAt,user__favouritesCount,user__utcOffset,user__profileBackgroundImageUrl,user__profileBackgroundImageUrlHttps,user__profileBannerImageUrl,user__profileBackgroundTiled,user__lang,user__statusesCount,user__isGeoEnabled,user__isVerified,user__translator,user__listedCount,user__isFollowRequestSent,quotedStatusId
"Oct 26, 2018 6:26:11 PM",1.0559487346039E+018,"#CrimeNews #TrumpNews #LegalNews: Forget the #RussiaProbe, forget #RobertMueller. The #TrumpFamily have another ser… https://t.co/ilCySNjtBU",,-1,-1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",True,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,nan,nan,nan,nan,nan,https://t.co/ilCySNjtBU,https://twitter.com/i/web/status/1055948734603902976,twitter.com/i/web/status/1…,117,140,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CrimeNews,0,10,-1,328935014,Chimp News Network,TheCNNetwork,Parody Chimpanzee News,The hard hitting facts of #TwitterNews from a perspective that's about 99.5% human.,nan,nan,nan,nan,nan,http://t.co/JKywq8XBXt,http://tinyurl.com/CNNbananas,tinyurl.com/CNNbananas,0,22,False,http://pbs.twimg.com/profile_images/780612098690646016/T47DKRZh_normal.jpg,https://pbs.twimg.com/profile_images/780612098690646016/T47DKRZh_normal.jpg,False,http://t.co/JKywq8XBXt,False,218,FFFFFF,333333,DF0101,DDEEF6,C0DEED,True,False,False,454,"Jul 4, 2011 4:50:20 AM",10,-1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,https://pbs.twimg.com/profile_banners/328935014/1450241989,True,en,1195,False,False,False,14,False,-1
"Oct 26, 2018 3:36:15 PM",1.05590597066738E+018,"WTF? It's been done, duh, Bill Clinton. Trump doesn't do any work so he won't be missing a damn thing except tweeti… https://t.co/m0zU5y6jBO",Bill Clinton,-1,-1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,nan,nan,nan,nan,nan,https://t.co/m0zU5y6jBO,https://twitter.com/i/web/status/1055905970667376640,twitter.com/i/web/status/1…,117,140,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,264800901,conchetta harris,chetta1234,"Philadelphia, PA","Christian,mom, employee,Dog lover",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,http://pbs.twimg.com/profile_images/911369519972614145/CsWiZNv1_normal.jpg,https://pbs.twimg.com/profile_images/911369519972614145/CsWiZNv1_normal.jpg,False,nan,False,74,0,0,FAB81E,0,0,False,False,False,98,"Mar 12, 2011 8:47:00 AM",7116,-1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,nan,False,en,5778,True,False,False,0,False,-1
"Oct 26, 2018 2:25:07 PM",1.05588806731423E+018,Judge waits to hear if sitting president can be sued before ruling on Trump Foundation @CNNPolitics https://t.co/t5Na5JkHAG,Trump Foundation,-1,-1,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",False,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,CNN Politics,CNNPolitics,13850422,87,99,https://t.co/t5Na5JkHAG,https://cnn.it/2JfdsfP,cnn.it/2JfdsfP,100,123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,61535727,Brooklyn Law Sch Lib,BLSLibrary,"Brooklyn, NY",Official Twitter Feed of the Brooklyn Law School Library,nan,nan,nan,nan,nan,http://t.co/f1D2YharKt,http://www.brooklaw.edu/library,brooklaw.edu/library,0,22,False,http://pbs.twimg.com/profile_images/606852929446936576/ReREQM8m_normal.jpg,https://pbs.twimg.com/profile_images/606852929446936576/ReREQM8m_normal.jpg,False,http://t.co/f1D2YharKt,False,5438,EBEBEB,333333,1D1D1D,F3F3F3,DFDFDF,True,False,False,897,"Jul 30, 2009 12:52:02 PM",56,-1,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,https://pbs.twimg.com/profile_banners/61535727/1433519692,True,en,22888,True,False,False,290,False,-1
"Oct 26, 2018 1:50:36 PM",1.05587937949722E+018,Judge waits to hear if sitting president can be sued before ruling on Trump Foundation https://t.co/P9egO2jxcG,Trump Foundation,-1,-1,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",False,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,nan,nan,nan,nan,nan,https://t.co/P9egO2jxcG,https://cnn.it/2JfdsfP,cnn.it/2JfdsfP,87,110,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,24038144,Karen Parks,Mona_flame,Denver Colorado,Jewelry Designer Extraordinaire,nan,nan,nan,nan,nan,http://t.co/HwtokC8OHq,http://www.theflame3927.etsy.com,theflame3927.etsy.com,0,22,False,http://pbs.twimg.com/profile_images/392969910/parksworks_jewelry_040_normal.JPG,https://pbs.twimg.com/profile_images/392969910/parksworks_jewelry_040_normal.JPG,False,http://t.co/HwtokC8OHq,False,27,352726,3E4415,D02B55,99CC33,829D5E,True,False,False,91,"Mar 12, 2009 5:09:52 PM",149,-1,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,nan,True,en,39896,False,False,False,5,False,-1
"Oct 26, 2018 12:44:21 PM",1.05586270772172E+018,Judge waits to hear if sitting president can be sued before ruling on Trump Foundation - CNNPolitics https://t.co/3z7JIgeL1h,Trump Foundation,-1,-1,"<a href=""https://www.smartnews.com/"" rel=""nofollow"">SmartNews | スマートニュース</a>",False,-1,-1,False,False,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,False,en,nan,nan,nan,nan,nan,https://t.co/3z7JIgeL1h,https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html,cnn.com/2018/10/25/pol…,101,124,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,8.62435303881023E+017,impinkgirl,impinkestgirl,"Feels like Mars, these days! ",#TheResistance \nRetired cat lovin' anti-tRumper.  Let's get that orange-faced misogynistic racist out of our White House.  (Pic is a fractal)  I try to FB.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,http://pbs.twimg.com/profile_images/894049235615850496/NnyUD34P_normal.jpg,https://pbs.twimg.com/profile_images/894049235615850496/NnyUD34P_normal.jpg,False,nan,False,9537,F5F8FA,333333,1DA1F2,DDEEF6,C0DEED,True,True,False,9780,"May 10, 2017 6:32:54 PM",111330,-1,nan,nan,https://pbs.twimg.com/profile_banners/862435303881023488/1501993892,False,en,54049,False,False,False,5,False,-1
"Oct 26, 2018 12:27:50 PM",1.05585855312934E+018,Judge waits @CNNPolitics https://t.co/RrDy7JRsfh JUDGE YOU ALREADY KNOW THE ANSWER!> ‘whoever should dare to sap th… https://t.co/kWk2ujPnf3,sap,-1,-1,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",True,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,CNN Politics,CNNPolitics,13850422,12,24,https://t.co/RrDy7JRsfh,https://cnn.it/2JfdsfP,cnn.it/2JfdsfP,25,48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,4852279979,Mel Lin,M3ll1n,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,nan,False,5,F5F8FA,333333,1DA1F2,DDEEF6,C0DEED,True,True,False,0,"Jan 26, 2016 11:13:40 PM",51,-1,nan,nan,nan,False,en,11696,False,False,False,4,False,-1
"Oct 26, 2018 12:13:39 PM",1.05585498192706E+018,Judge waits to hear if sitting president can be sued before ruling on Trump Foundation @CNN https://t.co/2aJWmznIv6,Trump Foundation,-1,-1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,-1,-1,False,False,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,CNN,CNN,759251,87,91,https://t.co/2aJWmznIv6,https://cnn.it/2JfdsfP,cnn.it/2JfdsfP,92,115,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,8.24378326571696E+017,Can'tMakeThis💩Up,ThePrezIsInsane,"Florida, USA","I block ❌s, #MAGAts and #Morons!\n#Resist \n#BlueWave2018\nCongrats @RedSox\nGo @Patriots",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,http://pbs.twimg.com/profile_images/1052584304323129344/GQWnQ0Zt_normal.jpg,https://pbs.twimg.com/profile_images/1052584304323129344/GQWnQ0Zt_normal.jpg,False,nan,False,647,F5F8FA,333333,1DA1F2,DDEEF6,C0DEED,True,True,False,571,"Jan 25, 2017 5:08:04 PM",92178,-1,nan,nan,https://pbs.twimg.com/profile_banners/824378326571696137/1539790629,False,en,53633,False,False,False,8,False,-1
"Oct 26, 2018 12:10:55 PM",1.05585429597793E+018,This will head up to the SCOTUS where they will suddenly change their mind about what they thought when Clinton was… https://t.co/cooPfHPcvw,"SCOTUS,Clinton",-1,-1,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",True,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,nan,nan,nan,nan,nan,https://t.co/cooPfHPcvw,https://twitter.com/i/web/status/1055854295977930752,twitter.com/i/web/status/1…,117,140,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,42749878,Mark Lambert,mlambert890,"40.421119,-75.361986","Technologist, gamer, arch-geek, occasional pundit, all around enthusiast... Before: Microsoft, VMware, Amazon, Google, others... These days The Facebook",nan,nan,nan,nan,nan,https://t.co/zTePobJxul,http://www.complaintsincorporated.com,complaintsincorporated.com,0,23,False,http://pbs.twimg.com/profile_images/789692354445791232/myAukJmM_normal.jpg,https://pbs.twimg.com/profile_images/789692354445791232/myAukJmM_normal.jpg,False,https://t.co/zTePobJxul,False,826,131516,333333,9999,EFEFEF,EEEEEE,True,False,False,1501,"May 26, 2009 7:07:31 PM",863,-1,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,https://pbs.twimg.com/profile_banners/42749878/1408388541,True,en,4688,True,False,False,9,False,-1
"Oct 26, 2018 12:08:18 PM",1.05585363710725E+018,Judge waits to hear if sitting president can be sued before ruling on Trump Foundation @CNNPolitics https://t.co/hb6P9mKYMJ,Trump Foundation,-1,-1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,CNN Politics,CNNPolitics,13850422,87,99,https://t.co/hb6P9mKYMJ,https://cnn.it/2JfdsfP,cnn.it/2JfdsfP,100,123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,7.80496597377364E+017,blackthorne,ravenmatters,USA,Progressive ♎️ #SupportTheArts #BuyLocalBuyIndependent #TheResistance #FollowBackResistance #FBR #LGBTQ #TrumpRussia #SoFuckingNOTWithHer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,http://pbs.twimg.com/profile_images/954539829651361792/l1S_rQyt_normal.jpg,https://pbs.twimg.com/profile_images/954539829651361792/l1S_rQyt_normal.jpg,False,nan,False,1570,F5F8FA,333333,1DA1F2,DDEEF6,C0DEED,True,True,False,2141,"Sep 26, 2016 3:57:44 PM",1453,-1,nan,nan,https://pbs.twimg.com/profile_banners/780496597377363968/1516415459,False,en,72024,True,False,False,6,False,-1
"Oct 26, 2018 12:03:05 PM",1.05585232202513E+018,Judge waits to hear if sitting president can be sued before ruling on Trump Foundation @CNNPolitics https://t.co/MkHET09xLf,Trump Foundation,-1,-1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,-1,-1,False,False,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,CNN Politics,CNNPolitics,13850422,87,99,https://t.co/MkHET09xLf,https://cnn.it/2JfdsfP,cnn.it/2JfdsfP,100,123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,283833814,justin brent,0nehunter69,San Diego Ca,Big Adam Lambert fan. Love to hear his music played on the radio.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,nan,False,737,0,0,9266CC,0,0,False,False,False,2342,"Apr 17, 2011 11:33:37 PM",1118,-1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,nan,False,en,22010,True,False,False,32,False,-1
